"Pathways"	"Object ID"	"Reaction-List"
PWY4FS-17	"PWY4FS-17"	RXN-19715 // RXN-19716 // RXN-19718 // RXN-19717 // RXN4FS-20 // RXN4FS-21
PWY-5672	"PWY-5672"	RXN-19701 // RXN-19706 // RXN-19705 // RXN-19700 // RXN-19699 // RXN-19698 // RXN-19697 // RXN-19696 // RXN-19695 // RXN-14979 // RXN-14978 // RXN-14976 // RXN-13509 // RXN-7570 // RXN-14975 // RXN-8887 // RXN-8885
PWY-5029	"PWY-5029"	HISTTRANSAM-RXN // IMILACTDEHYDROG-RXN
PWY-5248	"PWY-5248"	RXN-8101 // RXN-8100
PWY-6103	"PWY-6103"	RXN-9907 // RXN-9906
PWY-7335	"PWY-7335"	UDPGLCNACEPIM-RXN // UDPMANNACADEHYDROG-RXN
PWY-7069	"PWY-7069"	RXN-13505 // RXN-13504 // RXN-13503 // RXN-7570
PWY-6000	"PWY-6000"	RXN-9673 // 1.14.19.3-RXN
NOPALINEDEG-PWY	"NOPALINEDEG-PWY"	D-NOPALINE-DEHYDROGENASE-RXN
PWY-6104	"PWY-6104"	RXN-9910 // RXN-9909 // RXN-9908
PWY-5468	"PWY-5468"	LYSDECARBOX-RXN // RXN-8694 // RXN-8693 // RXN-8692 // RXN-8688
PWY-5314	"PWY-5314"	RXN-8173 // RXN-8808
PWY-5477	"PWY-5477"	RXN-8727 // RXN-8726 // RXN-8725 // RXN-8724 // RXN-8723 // RXN-8722 // RXN-8721
PWY-5774	"PWY-5774"	RXN-19690 // RXN-19689 // RXN-19688 // RXN-19687 // RXN-19686 // RXN-9038 // RXN-9037 // RXN-9036 // RXN-9035
ANAPHENOXI-PWY	"ANAPHENOXI-PWY"	RXN-10814 // PHENDEHYD-RXN // PHENYLPYRUVATE-DECARBOXYLASE-RXN
PWY-31	"PWY-31"	RXN-35 // RXN-34
HISTSYN-PWY	"HISTSYN-PWY"	ATPPHOSPHORIBOSYLTRANS-RXN // HISTCYCLOHYD-RXN // HISTPRATPHYD-RXN // PRIBFAICARPISOM-RXN // GLUTAMIDOTRANS-RXN // IMIDPHOSDEHYD-RXN // HISTAMINOTRANS-RXN // HISTIDPHOS-RXN // HISTOLDEHYD-RXN // HISTALDEHYD-RXN
PWY-5259	"PWY-5259"	RXN-8128 // RXN-8126
PWY-7336	"PWY-7336"	RXN-16259 // 1.1.1.136-RXN
PWY-7473	"PWY-7473"	RXN-7570 // RXN-15391 // RXN-15392 // RXN-15388 // RXN-15386 // RXN-15385 // RXN-15384 // RXN-15383
PWY-6318	"PWY-6318"	RXN-10814 // RXN-10819 // GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN // PHENDEHYD-RXN // RXN-10816 // RXN-10815 // RXN-10821 // RXN-10817 // PHENYLALANINE-DECARBOXYLASE-RXN
OCTOPINEDEG-PWY	"OCTOPINEDEG-PWY"	D-OCTOPINE-DEHYDROGENASE-RXN
PWY-6328	"PWY-6328"	RXN0-7318 // RXN0-7317 // RXN-14724 // RXN-8182 // VAGL-RXN // LYSDECARBOX-RXN
PWY-6005	"PWY-6005"	RXN-19693 // RXN-9664
PWY-5079	"PWY-5079"	RXN-10814 // 2.6.1.58-RXN // RXN-7700 // PHENYLPYRUVATE-DECARBOXYLASE-RXN
PWY-7662	"PWY-7662"	RXN-8986 // 5.3.3.15-RXN // 4.2.1.111-RXN // 4.2.2.13-RXN
PWY-6830	"PWY-6830"	PWY-5250 // PWY-5248 // PWY-5247 // METHANOGENESIS-PWY // METH-ACETATE-PWY // CO2FORM-PWY // METHFORM-PWY
PWY-7343	"PWY-7343"	PHOSPHOGLUCMUT-RXN // GLUC1PURIDYLTRANS-RXN
PWY-7476	"PWY-7476"	PWY-7463 // PWY-7475 // PWY-7474 // PWY-7473
PWY-8014	"PWY-8014"	RXN-10814 // RXN-10816 // RXN-19883 // RXN-19882 // 2.8.3.17-RXN
PWY18C3-5	"PWY18C3-5"	RXN18C3-19 // RXN18C3-18 // RXN18C3-17 // RXN18C3-16 // RXN18C3-15 // RXN18C3-14
PUTDEG-PWY	"PUTDEG-PWY"	PUTTRANSAM-RXN // AMINOBUTDEHYDROG-RXN
DENOVOPURINE2-PWY	"DENOVOPURINE2-PWY"	PWY-6126 // PWY-6125 // PWY-6123 // PWY-6122
PWY-7615	"PWY-7615"	4.2.1.97-RXN // RXN-16258 // RXN-16257 // RXN-16256 // RXN-16255 // RXN-16218 // RXN-16217 // RXN-16216 // RXN-16215
PWY-6098	"PWY-6098"	RXN-4961 // 5.4.99.17-RXN
PHENYLALANINE-DEG1-PWY	"PHENYLALANINE-DEG1-PWY"	RXN66-569
PWY-6999	"PWY-6999"	RXN-13113 // RXN-13114 // RXN-13115 // XANTHINE-OXIDASE-RXN // RXN0-901 // RXN-13111 // RXN-13110 // RXN-13109 // RXN-13108
METHANOGENESIS-PWY	"METHANOGENESIS-PWY"	H2-METHYLENE-THMPT-DEHYDRO-RXN // 2.1.1.86-RXN // METHELENE-THMPT-OXI-RXN // 3.5.4.27-RXN // 2.3.1.101-RXN // FORMYLMETHANOFURAN-DEHYDROGENASE-RXN
PWY-7228	"PWY-7228"	PWY-7226 // PWY-7221
PWY-3	"PWY-3"	RXN-8 // AMINOBUTDEHYDROG-RXN
PWY-7344	"PWY-7344"	UDPGLUCEPIM-RXN
PWY-2541	"PWY-2541"	RXN-19833 // RXN-19832 // RXN-19831 // RXN3O-218 // RXN-11939 // RXN-11938 // RXN-11937 // RXN-11936 // RXN-11935 // RXN-11934 // RXN-11933 // RXN-11932 // RXN-11931 // RXN-11930 // RXN-11929 // RXN-11928 // RXN-11927 // RXN-11926 // RXN-11925 // RXN-8352 // RXN-8353 // 2.1.1.143-RXN // RXN-4243 // RXN-4242 // RXN-4224 // RXN-4221 // RXN-4222 // RXN-4210 // RXN-4209 // RXN-708 // RXN-707 // RXN-4161 // RXN-4144 // CYCLOEUCALENOL-CYCLOISOMERASE-RXN // RXN-4021
PWY-7158	"PWY-7158"	RXN-13907 // RXN-13908 // RXN-13909
PWY-5461	"PWY-5461"	RXN-8635
PWY18C3-20	"PWY18C3-20"	RXN18C3-51
PWY-2	"PWY-2"	RXN-6423 // AMINOBUTDEHYDROG-RXN // PUTRESCINE-OXIDASE-RXN
PWY-6126	"PWY-6126"	PWY-7220 // PWY-7219
6-HYDROXYCINEOLE-DEGRADATION-PWY	"6-HYDROXYCINEOLE-DEGRADATION-PWY"	RXN-4342 // C04718-C060066-AUTOTRANSFORMATION-RXN // 6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN // 6-OXOCINEOLE-DEHYDROGENASE-RXN
PWY-6767	"PWY-6767"	RXN-12263 // RXN-12260 // RXN-12258 // RXN-9305 // RXN-9304 // RXN-9303 // RXN-12225 // RXN-12223 // RXN-9301
PWY-7197	"PWY-7197"	DCDPKIN-RXN // DTDPKIN-RXN // RXN-7913 // DTMPKI-RXN
PWY-5247	"PWY-5247"	RXN-8099 // RXN-8098
PWY-841	"PWY-841"	PWY-7226 // PWY-7221 // PWY-7219 // PWY-7227 // PWY-6124 // PWY-6121
PWY-0	"PWY-0"	RXN-36 // RXN-37 // RXN-1 // RXN-0
PWY-7346	"PWY-7346"	UGD-RXN
PWY-6672	"PWY-6672"	ACETATE--COA-LIGASE-RXN // RXN-11921 // RXN-11920 // RXN-11919 // RXN-11918 // RXN-11917 // 4.1.3.26-RXN // ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN // GERANOYL-COA-CARBOXYLASE-RXN
PWY-7068	"PWY-7068"	RXN-13502 // RXN-13501 // RXN-13500
PWY0-1221	"PWY0-1221"	RXN0-3901 // RXN0-3921 // RXN0-3922 // RXN0-3942
PWY-6125	"PWY-6125"	PWY-7222 // PWY-7221
PWY-7136	"PWY-7136"	RXN-12336 // RXN-12335 // RXN-11968 // RXN-11970
PWY-5759	"PWY-5759"	RXN-19691 // RXN-9014 // RXN-9013 // RXN-9012
PWY18C3-24	"PWY18C3-24"	RXN18C3-61 // RXNQT-4366
PWY-5261	"PWY-5261"	RXN-8133 // RXN-8132
PWY-7229	"PWY-7229"	PWY-7227 // PWY-7219
PWY-7842	"PWY-7842"	RXN-15376 // RXN-18318 // RXN-13252
PWY-6670	"PWY-6670"	RXN-11915 // RXN-11914 // RXN-11913 // RXN-11912
PWY-7251	"PWY-7251"	RXN-111 // RXN-8434 // RXN-12102 // RXN-9915 // RXN-9916 // RXN-7570 // RXN-12099 // RXN-12101 // RXN-12847 // RXN-12103
PWY-6806	"PWY-6806"	RXN-12394 // RXN-12395 // RXN-12396 // RXN-8469 // RXN-8236 // RXN-7886 // RXN-7885 // RXN-7884 // RXN-7883 // RXN-12393 // RXN-10741
PWY-5992	"PWY-5992"	RXN-9631 // RXN-9637 // RXN-9630
PWY-7210	"PWY-7210"	THYMIDYLATESYN-RXN // DCMP-DEAMINASE-RXN // RXN-14187 // RXN-12195 // CDPREDUCT-RXN // DTDPKIN-RXN // DTMPKI-RXN // DCDPKIN-RXN
PWY-6448	"PWY-6448"	RXN-11292 // AGMATINE-N4-COUMAROYLTRANSFERASE-RXN
PANTO-PWY	"PANTO-PWY"	PANTOTHENATE-KIN-RXN // 3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN // 2-DEHYDROPANTOATE-REDUCT-RXN // PANTOATE-BETA-ALANINE-LIG-RXN
METH-ACETATE-PWY	"METH-ACETATE-PWY"	1.2.7.4-RXN // RXN-12908 // ACETYLSYNCLTH-RXN // MTRMBARK-RXN // PHOSACETYLTRANS-RXN // ACETATEKIN-RXN
PWY-82	"PWY-82"	L-ARABINOKINASE-RXN // RXN-7401
PWY-6413	"PWY-6413"	RXN-11142
PWY-7475	"PWY-7475"	RXN-11853 // RXN-15390
PWY-8055	"PWY-8055"	RXN-20516 // RXN-20568 // RXN-20567 // RXN-20566 // RXN-20565 // RXN-20564
PWY-6654	"PWY-6654"	RXN-15635 // RXN-11781 // RXN-11782 // 2-DEHYDROPANTOATE-REDUCT-RXN
PWY-7220	"PWY-7220"	RXN0-745 // DADPKIN-RXN // RXN0-747 // ADPREDUCT-RXN
PWY-6678	"PWY-6678"	RXN-11972 // RXN-11970 // RXN-9193 // RXN-11969 // RXN-11971 // RXN-11968
PWY-6095	"PWY-6095"	RXN-9895
PWY-7696	"PWY-7696"	RXN-16943 // RXN-16942 // RXN-16933 // RXN-16932
PWY-3181	"PWY-3181"	RXN-1401 // INDOLE-3-ACETALDEHYDE-OXIDASE-RXN // AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN
PWY-3961	"PWY-3961"	PANTOTHENATE-KIN-RXN // RXN-6401 // 1.1.1.168-RXN
PWY-5209	"PWY-5209"	FORMYLMETHANOFURAN-DEHYDROGENASE-RXN // FTRMBARK-RXN // MCHMBARK-RXN // MTDMBARK-RXN // MERMBARK-RXN // MTRMBARK-RXN
PWY-7227	"PWY-7227"	DADPKIN-RXN // ADPREDUCT-RXN
PWY-5514	"PWY-5514"	GLUCOKIN-RXN // PGLUCISOM-RXN // UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN // NAG1P-URIDYLTRANS-RXN // PHOSACETYLGLUCOSAMINEMUT-RXN // GLUCOSAMINEPNACETYLTRANS-RXN // GLUCOSAMINE-6-P-DEAMIN-RXN
PWY-5271	"PWY-5271"	RXN-8154 // 1.14.13.93-RXN // RXN-8153
PWY-112	"PWY-112"	RXN-111
PWY-6442	"PWY-6442"	RXN-11263 // RXN-11262 // RXN-11261 // RXN-11260 // RXN-11259 // RXN-11258 // RXN-11257
PWY-7115	"PWY-7115"	TRANS-RXN-373 // RXN0-5224 // MALATE-DEH-RXN // 1.1.1.39-RXN // RXN-13698 // RXN-13697 // PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN // ALANINE-AMINOTRANSFERASE-RXN // ASPAMINOTRANS-RXN // PEPCARBOX-RXN
PWY-7642	"PWY-7642"	RXN-16465
PWY-6109	"PWY-6109"	RXN-8434 // CYCLOARTENOL-SYNTHASE-RXN // RXN-9915 // RXN-111 // RXN-9916 // RXN-7570
PWY-7801	"PWY-7801"	LEUCYLTRANSFERASE-RXN // RXN-17846
PWY-5274	"PWY-5274"	RXN-8156
PWY-8052	"PWY-8052"	RXN-20534 // RXN-20535 // RXN-20529 // RXN-20523 // RXN-20522 // RXN-20519 // RXN-20521
PWY-6142	"PWY-6142"	PEPSYNTH-RXN // PWY-7784 // PGLUCISOM-RXN // RXN0-5224 // PYRUVATE-CARBOXYLASE-RXN // PEPCARBOX-RXN // PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // 3PGAREARR-RXN // 1.2.7.6-RXN // TRIOSEPISOMERIZATION-RXN // F16ALDOLASE-RXN // R302-RXN // PYRUFLAVREDUCT-RXN
PWY-5250	"PWY-5250"	RXN-8103 // RXN-8102
PWY-6084	"PWY-6084"	RXN-18362 // RXN-16227 // MALEYLACETATE-REDUCTASE-RXN // CHLOROMALERED-RXN // 5.2.1.10-RXN // RXN-9856 // RXN-9857 // RXN-9855
PHOTOALL-PWY	"PHOTOALL-PWY"	CALVIN-PWY // PWY-101
PWY-5512	"PWY-5512"	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN
PWY-7640	"PWY-7640"	RXN-16461 // RXN-16460
PWY-7927	"PWY-7927"	RXN-16574 // FESGSHTHIO-RXN // RXN-19040 // RXN-19036 // SULFITE-OXIDASE-RXN
PWY-5474	"PWY-5474"	RXN-8715 // RXN-8714 // RXN-8713 // TYRAMINE-N-FERULOYLTRANSFERASE-RXN // TYROSINE-DECARBOXYLASE-RXN
PWY-241	"PWY-241"	TRANS-RXN-374 // RXN0-5224 // MALATE-DEHYDROGENASE-NADP+-RXN // PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN // MALIC-NADP-RXN // PEPCARBOX-RXN
PWY-6087	"PWY-6087"	RXN-9892 // RXN-9893 // MALEYLACETATE-REDUCTASE-RXN // RXN-9870 // CARBOXYMETHYLENEBUTENOLIDASE-RXN
PWY-7184	"PWY-7184"	THYMIDYLATESYN-RXN // RXN-12195 // CDPREDUCT-RXN // UDPREDUCT-RXN // DTDPKIN-RXN // DTMPKI-RXN // DUTP-PYROP-RXN // DUDPKIN-RXN // DCDPKIN-RXN
P3-PWY	"P3-PWY"	RXN-11667 // BUTYRYL-COA-DEHYDROGENASE-RXN // R11-RXN // ACETATEKIN-RXN // PHOSACETYLTRANS-RXN // R7-RXN // R8-RXN // R6-RXN // R5-RXN // 1.97.1.2-RXN // GALLATE-DECARBOXYLASE-RXN
PWY-6431	"PWY-6431"	HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN // RXN-8871
PWY-8024	"PWY-8024"	RXN-19839 // RXN-19841 // RXN-19840 // RXN-12063 // RXN-12062 // RXN-12061 // RXN-20040 // RXN-20042
GLUCONEO-PWY	"GLUCONEO-PWY"	PGLUCISOM-RXN // MALATE-DEH-RXN // 1.1.1.39-RXN // TRIOSEPISOMERIZATION-RXN // MALIC-NADP-RXN // PEPSYNTH-RXN // PEPCARBOXYKIN-RXN // 2PGADEHYDRAT-RXN // 3PGAREARR-RXN // PHOSGLYPHOS-RXN // GAPOXNPHOSPHN-RXN // F16ALDOLASE-RXN // F16BDEPHOS-RXN
METHFORM-PWY	"METHFORM-PWY"	METHYL-COM-HTP-RXN
PWY-6093	"PWY-6093"	RXN-18362 // RXN-17092 // RXN-9885 // RXN-9887 // RXN-9886 // RXN-9884 // MALEYLACETATE-REDUCTASE-RXN
PWY-181	"PWY-181"	GLYOHMETRANS-RXN // GCVMULTI-RXN // SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN // GLYCERATE-DEHYDROGENASE-RXN // GLYCINE-AMINOTRANSFERASE-RXN // GLY3KIN-RXN // RXN-969 // GPH-RXN // RXN-961
PWY-8013	"PWY-8013"	PGLUCISOM-RXN // RXN-13760 // RXN-19880 // L-GLN-FRUCT-6-P-AMINOTRANS-RXN // RXN-19878 // RXN-19879
PWY-5755	"PWY-5755"	CHORPYRLY-RXN
PWY-5473	"PWY-5473"	RXN-8712 // RXN-8711 // RXN-8710 // RXN-8709 // RXN-8707 // AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN
PWY-7117	"PWY-7117"	TRANS-RXN-374 // TRANS-RXN-373 // RXN0-5224 // MALIC-NADP-RXN // PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN // ALANINE-AMINOTRANSFERASE-RXN // RXN-13698 // MALATE-DEHYDROGENASE-NADP+-RXN // ASPAMINOTRANS-RXN // RXN-13697 // PEPCARBOX-RXN // PEPCARBOXYKIN-RXN
PWY-6094	"PWY-6094"	RXN-18362 // RXN-18363 // RXN-17093 // RXN-9891 // RXN-9890 // RXN-9889 // RXN-9888 // RXN-9885 // MALEYLACETATE-REDUCTASE-RXN
PWY-6545	"PWY-6545"	RXN-12195 // CDPREDUCT-RXN // DCDPKIN-RXN // UDPREDUCT-RXN // DUDPKIN-RXN // DUTP-PYROP-RXN // DTDPKIN-RXN // DTMPKI-RXN // RXN-8850
GALLATE-DEGRADATION-II-PWY	"GALLATE-DEGRADATION-II-PWY"	RXN-2464 // RXN-2463 // RXN-9983 // GALLATE-DIOXYGENASE-RXN
PWY-5754	"PWY-5754"	RXN-19897 // RXN-8871 // HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN // TYROSINE-AMINOTRANSFERASE-RXN // HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN
PWY66-399	"PWY66-399"	PGLUCISOM-RXN // MALATE-DEH-RXN // RXN66-526 // 4.1.1.32-RXN // PYRUVATE-CARBOXYLASE-RXN // TRIOSEPISOMERIZATION-RXN // 2PGADEHYDRAT-RXN // RXN-15513 // PHOSGLYPHOS-RXN // GAPOXNPHOSPHN-RXN // F16ALDOLASE-RXN // F16BDEPHOS-RXN
PWY0-901	"PWY0-901"	RXN0-2161 // 2.9.1.1-RXN // 2.7.9.3-RXN
PWY-6214	"PWY-6214"	4.1.1.77-RXN // RXN-8529 // RXN-10420 // RXN-10419
PWY-5704	"PWY-5704"	UREASE-RXN
PWY-6435	"PWY-6435"	RXN-11246 // 3.1.2.23-RXN // RXN-11245 // RXN-11244 // 4-COUMARATE--COA-LIGASE-RXN
PWY-5400	"PWY-5400"	RXN-8493 // RXN-8492 // RXN-8485 // RXN-8484
PWY-6281	"PWY-6281"	2.7.9.3-RXN // RXN-10039 // RXN-10038 // RXN0-2161
PWY-6193	"PWY-6193"	CARBOXYMETHYLENEBUTENOLIDASE-RXN // RXN-10087 // RXN-9867 // MALEYLACETATE-REDUCTASE-RXN // RXN-9860
4AMINOBUTMETAB-PWY	"4AMINOBUTMETAB-PWY"	PWY-6537 // PWY-6535
PWY-7206	"PWY-7206"	RXN-14188 // DUTP-PYROP-RXN // DCTP-PYROPHOSPHATASE-RXN
GALLATE-DEGRADATION-I-PWY	"GALLATE-DEGRADATION-I-PWY"	RXN-11861 // RXN-9983 // RXN-2463 // RXN-2464 // RXN-2462
PWY3DJ-11470	"PWY3DJ-11470"	RXN-9623 // RXN-16655 // RXN-14194 // RXN-19751 // RXN-16656 // CERAMIDASE-RXN // 2-HEXADECENAL-REDUCTASE-RXN // RXN3DJ-25 // RXN3DJ-11230 // RXN3DJ-11417
PWY-5405	"PWY-5405"	PWY-5439 // PWY-5426 // PWY-5403 // PWY-5404 // PWY-5400 // PWY-5399 // PWY-5394
PWY-6089	"PWY-6089"	RXN-9894 // RXN-9868 // RXN-9867 // MALEYLACETATE-REDUCTASE-RXN // RXN-9860
PWY-5703	"PWY-5703"	RXN0-5222 // RXN-20065 // UREA-CARBOXYLASE-RXN
PWY-6473	"PWY-6473"	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // RXN-6902
PWY-7119	"PWY-7119"	RXN-9623 // RXN-16655 // RXN-20651 // RXN-20650 // RXN-20649 // RXN-13730 // RXN-13731 // RXN-13732 // RXN-13733 // CERAMIDASE-YEAST-RXN // RXN-13729 // RXN3O-504 // RXN3O-458 // DHS-PHOSPHATASE-RXN // SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN // SPHINGANINE-KINASE-RXN
PWY-5399	"PWY-5399"	RXN-13061 // RXN-5861 // RXN-8482 // RXN-8481 // RXN-8480 // RXN-8479 // RXN-8478 // RXN-8483
PWY-5130	"PWY-5130"	PROPIONMET-PWY // RXN-7790
PWY-6537	"PWY-6537"	SUCCSEMIALDDEHYDROG-RXN // GABATRANSAM-RXN
PWY-5134	"PWY-5134"	PWY-7857 // PWY-5132 // PWY-5133
PWY-6483	"PWY-6483"	RXN-11377 // RXN-11376 // RXN-11375
PWY-5404	"PWY-5404"	RXN-8490 // RXN-8489 // RXN-8491 // RXN-8488 // RXN-8487
2OXOBUTYRATECAT-PWY	"2OXOBUTYRATECAT-PWY"	RXN-7938 // 2-OXOBUTYRATE-SYNTHASE-RXN
PWY-7629	"PWY-7629"	RXN-16342 // RXN-16343 // RXN-16341 // RXN-16340
PWY-5022	"PWY-5022"	BUTYRYL-COA-DEHYDROGENASE-RXN // R11-RXN // RXN-8890 // RXN-8889 // 4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN // GLUTAMATE-DEHYDROGENASE-RXN // GABATRANSAM-RXN
PWY0-1182	"PWY0-1182"	GLUCOKIN-RXN // TREHALA-RXN
PWY-6607	"PWY-6607"	RXN0-901 // GUANOSINE-DEAMINASE-RXN // RXN-7609 // RXN0-363
PWY66-388	"PWY66-388"	RXN-20504 // RXN3O-4042 // FORMYL-COA-HYDROLASE-RXN // RXN66-477 // RXN66-476 // RXN66-475 // RXN66-474
PWY-5439	"PWY-5439"	RXN-8625 // RXN-8624 // RXN-8623
PWY-6536	"PWY-6536"	RXN0-5293 // GABATRANSAM-RXN
PWY-7800	"PWY-7800"	RXN-17858 // RXN-17857 // RXN-17856 // RXN-17855 // RXN-17854 // RXN-17853 // RXN-17852 // RXN-17851 // RXN-17850 // RXN-17878 // RXN-17877 // RXN-17876 // RXN-17875 // RXN-17874 // RXN-17873 // RXN-17863 // RXN-17860 // RXN-17864 // RXN-17861 // RXN-17862 // RXN-17859
PWY-5394	"PWY-5394"	TYROSINE-3-MONOOXYGENASE-RXN // RXN-8461 // RXN-8460
PWY-5412	"PWY-5412"	RXN-8518 // RXN-8516 // RXN-8517 // RXN-8515 // RXN-8511 // RXN-4861
PWY-7748	"PWY-7748"	RXN-17348 // RXN-17347 // RXN-16361 // RXN-16360
GLUDEG-I-PWY	"GLUDEG-I-PWY"	GLUTAMATE-DEHYDROGENASE-NADP+-RXN // PWY-6535 // SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // GLUTDECARBOX-RXN // GABATRANSAM-RXN
PWY-2723	"PWY-2723"	GLUCOKIN-RXN // PHOSPHOGLUCMUT-RXN // RXN-4441
PWY-6606	"PWY-6606"	RXN0-901 // RXN0-366 // RXN-7609 // GUANINE-DEAMINASE-RXN
PWY-5403	"PWY-5403"	RXN-8486 // RXN66-221
PWY-5416	"PWY-5416"	PWY-5422 // PWY-5421 // PWY-5412 // PWY-5414 // PWY-5413 // PWY-5411
PWY-5532	"PWY-5532"	RXN-14700 // RXN-14699 // CYTIKIN-RXN // URPHOS-RXN // ADENPHOSPHOR-RXN // RXN0-5199 // RXN-17337 // RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN // RXN-8800 // RXN-8801
PWY-6535	"PWY-6535"	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // GABATRANSAM-RXN
PWY-7198	"PWY-7198"	THYMIDYLATESYN-RXN // 3.5.4.30-RXN // RXN-12195 // CDPREDUCT-RXN // DTDPKIN-RXN // DTMPKI-RXN // DCDPKIN-RXN
PWY-5426	"PWY-5426"	RXN-8567 // RXN6666-7 // RXN66-221
PWY-5411	"PWY-5411"	RXN-10624 // RXN-8510 // RXN-8509 // RXN-8508 // RXN-8507 // 4.2.3.18-RXN // RXN-4861
PWY0-1297	"PWY0-1297"	PWY-7180 // PWY-7179
TREDEGLOW-PWY	"TREDEGLOW-PWY"	GLUCOKIN-RXN // TRE6PHYDRO-RXN
PWY-6595	"PWY-6595"	PWY-6606 // PWY-6607
BIOTIN-BIOSYNTHESIS-PWY	"BIOTIN-BIOSYNTHESIS-PWY"	PWY0-1507 // PWY-6519
PWY-5414	"PWY-5414"	RXN-8523 // RXN-8524 // RXN-8525 // RXN-8526 // RXN-8513 // RXN-4861
PWY-5045	"PWY-5045"	RXN-7611 // RXN-7612 // PINOSYLVIN-SYNTHASE-RXN
PWY0-1507	"PWY0-1507"	DAPASYN-RXN // 2.8.1.6-RXN // DETHIOBIOTIN-SYN-RXN
PWY-5422	"PWY-5422"	RXN-8538 // RXN-8537 // RXN-8536 // RXN-8535 // RXN-8514 // RXN-4861
PWY-2722	"PWY-2722"	GLUCOKIN-RXN // BETA-PHOSPHOGLUCOMUTASE-RXN // ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
PWY-6608	"PWY-6608"	RXN0-5199 // RXN0-901 // RXN-7609 // GUANINE-DEAMINASE-RXN
PWY-7380	"PWY-7380"	RXN-14930 // 2.8.1.6-RXN // DETHIOBIOTIN-SYN-RXN
PWY-5413	"PWY-5413"	RXN-8522 // RXN-8521 // RXN-8519 // RXN-8520 // RXN-8512 // RXN-4861
PWY-6353	"PWY-6353"	PWY-5695 // PWY-6608 // SALVADEHYPOX-PWY
PWY-7799	"PWY-7799"	RXN-17893 // RXN-17892 // RXN-17850 // RXN-17851 // RXN-17891 // RXN-17890 // RXN-17889 // RXN-17888 // RXN-17879 // RXN-17849 // RXN-17874 // RXN-17883 // RXN-17882 // RXN-17881
LACTOSECAT-PWY	"LACTOSECAT-PWY"	TAGAALDOL-RXN // LACTOSE-6-PHOSPHATE-ISOMERASE-RXN // LACTOSE6P-HYDROXY-RXN // TAGAKIN-RXN
PWY-7543	"PWY-7543"	RXN-15765 // RXN-15763 // RXN-15762
PWY-5005	"PWY-5005"	PWY-7380 // PWY-6578
PWY-5421	"PWY-5421"	RXN-8530 // RXN-8531 // 4.2.3.18-RXN // RXN-8532 // RXN-8533 // RXN-8534 // RXN-4861
PWY0-1296	"PWY0-1296"	PPENTOMUT-RXN // RXN0-5199 // INOPHOSPHOR-RXN // ADENODEAMIN-RXN // ADENPHOSPHOR-RXN // XANTHOSINEPHOSPHORY-RXN
PWY0-1466	"PWY0-1466"	ALDOSE-1-EPIMERASE-RXN // TREHALA-RXN
PWY-8100	"PWY-8100"	RXN-5141 // RXN-19234 // RXN-19233 // RXN-19231
PWY-5044	"PWY-5044"	PWY-6595 // PWY-6596
PWY-7802	"PWY-7802"	RXN-17898 // RXN-17899
PWY-7568	"PWY-7568"	RXN-15924
PWY-5710	"PWY-5710"	RXN-8927 // RXN-8926 // CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN // RXN-8925 // 4.1.2.41-RXN // 4.2.1.101-RXN
PWY-8001	"PWY-8001"	RXN-19732 // RXN-19731 // RXN-15127 // RXN-15124 // RXN-19546
PWY-6019	"PWY-6019"	PSEUDOURIDINE-KINASE-RXN // RXN0-5398
PWY-2721	"PWY-2721"	BETA-PHOSPHOGLUCOMUTASE-RXN // 2.4.1.216-RXN
PWY-7558	"PWY-7558"	RXN-15836
PWY-5706	"PWY-5706"	RXN-16193 // RXN-16198 // RXN-16197 // RXN-16195 // RXN-16194 // RXN-8905 // RXN-8902 // RXN-8901 // RXN-8899 // RXN-8900 // RXN-8898
PWY-7179-1	"PWY-7179-1"	ADDALT-RXN // DEOXYGUANPHOSPHOR-RXN // DEOXYINOPHOSPHOR-RXN
